13.8327272727,67.0909090909
14.0472727273,85.8945454545
16.0472727273,104.476363636
19.3927272727,123.029090909
25.2436363636,140.469090909
35.5963636364,155.334545455
50.0763636364,166.127272727
67.2690909091,172.796363636
87.0581818182,174.44
106.967272727,172.887272727
124.818181818,166.443636364
140.0,156.003636364
150.956363636,141.4
157.203636364,124.203636364
160.938181818,105.88
163.152727273,87.2836363636
163.745454545,68.3490909091
27.3272727273,43.5818181818
36.2218181818,33.5781818182
49.6254545455,29.9890909091
63.5236363636,31.4618181818
76.6472727273,36.6327272727
99.1163636364,36.5818181818
112.476363636,31.56
126.752727273,30.2181818182
140.461818182,34.1563636364
149.621818182,44.4872727273
87.4581818182,55.1745454545
87.2436363636,66.6836363636
86.9381818182,77.6690909091
86.6581818182,89.3018181818
71.8581818182,102.76
79.3636363636,104.105454545
87.0654545455,105.465454545
94.8909090909,104.178181818
102.647272727,102.887272727
41.1890909091,60.0109090909
49.2763636364,55.1309090909
58.7781818182,55.0981818182
67.3963636364,60.9490909091
58.4218181818,62.4690909091
48.92,62.4872727273
108.643636364,61.0872727273
117.261818182,55.2581818182
126.814545455,55.4836363636
135.025454545,60.5127272727
127.130909091,62.8363636364
117.563636364,62.6981818182
59.2690909091,132.076363636
69.2509090909,123.643636364
79.9890909091,118.923636364
87.4509090909,120.792727273
94.8654545455,118.894545455
105.712727273,123.658181818
115.938181818,132.189090909
106.087272727,141.254545455
95.4581818182,145.247272727
87.3672727273,145.934545455
79.3163636364,145.250909091
68.8145454545,141.269090909
63.84,131.912727273
79.8981818182,127.352727273
87.4327272727,127.912727273
94.9309090909,127.407272727
111.283636364,132.003636364
95.0872727273,134.2
87.4472727273,134.901818182
79.7490909091,134.178181818
